concept:name,german speaking,yearsOfEducation,age,gender,citizen,protected,married,@@case_index,activity,resource,time,@@index
1008,true,10,36,true,true,false,false,12,Check Paperwork,Lawyer 3,2015-01-08T08:35:41+00:00,112
1008,true,10,36,true,true,false,false,12,Screen Prospective Tenant,Real Estate Agent 1,2015-01-08T16:56:01+00:00,113
1008,true,10,36,true,true,false,false,12,Sign Contract,Real Estate Agent 2,2015-01-09T15:08:31+00:00,114
1008,true,10,36,true,true,false,false,12,Move In,Landlord 4,2015-01-10T13:22:23+00:00,115
1008,true,10,36,true,true,false,false,12,Pay Rent,Tenant,2015-01-11T11:34:06+00:00,116
1008,true,10,36,true,true,false,false,12,Pay Rent,Tenant,2015-01-12T09:47:29+00:00,117
1008,true,10,36,true,true,false,false,12,Pay Rent,Tenant,2015-01-13T08:00:56+00:00,118
1008,true,10,36,true,true,false,false,12,Tenant Cancels Appartment,Tenant,2015-01-14T06:14:43+00:00,119
1009,true,7,58,true,false,false,true,13,Apply for Viewing Appointment,Real Estate Agent 2,2015-01-05T00:00:24+00:00,120
1009,true,7,58,true,false,false,true,13,Set Appointment,Real Estate Agent 2,2015-01-05T22:13:25+00:00,121
1009,true,7,58,true,false,false,true,13,View The Property,Real Estate Agent 3,2015-01-06T20:27:44+00:00,122
1009,true,7,58,true,false,false,true,13,Hand In The Paperwork,Real Estate Agent 2,2015-01-07T18:41:40+00:00,123
1009,true,7,58,true,false,false,true,13,Check Paperwork,Lawyer 1,2015-01-08T08:35:33+00:00,124
1009,true,7,58,true,false,false,true,13,Screen Prospective Tenant,Real Estate Agent 4,2015-01-08T16:54:47+00:00,125
1009,true,7,58,true,false,false,true,13,Reject Prospective Tenant,Real Estate Agent 2,2015-01-09T15:08:59+00:00,126
101,false,10,44,true,true,false,true,14,Apply for Viewing Appointment,Hotline,2015-01-05T00:01:11+00:00,127
101,false,10,44,true,true,false,true,14,Set Appointment,Real Estate Agent 2,2015-01-05T22:13:33+00:00,128
101,false,10,44,true,true,false,true,14,View The Property,Real Estate Agent 1,2015-01-06T20:26:05+00:00,129
101,false,10,44,true,true,false,true,14,Hand In The Paperwork,Real Estate Agent 5,2015-01-07T18:40:16+00:00,130
101,false,10,44,true,true,false,true,14,Check Paperwork,Lawyer 3,2015-01-08T08:33:14+00:00,131
101,false,10,44,true,true,false,true,14,Screen Prospective Tenant,Real Estate Agent 2,2015-01-08T16:53:35+00:00,132
101,false,10,44,true,true,false,true,14,Extensive Screening,Real Estate Agent 1,2015-01-09T15:05:57+00:00,133
101,false,10,44,true,true,false,true,14,Sign Contract,Real Estate Agent 2,2015-01-10T13:19:51+00:00,134
101,false,10,44,true,true,false,true,14,Move In,Landlord 1,2015-01-11T11:35:39+00:00,135
101,false,10,44,true,true,false,true,14,Pay Rent,Tenant,2015-01-12T09:49:57+00:00,136
101,false,10,44,true,true,false,true,14,Pay Rent,Tenant,2015-01-13T08:04:20+00:00,137
101,false,10,44,true,true,false,true,14,Pay Rent,Tenant,2015-01-14T06:18:07+00:00,138
101,false,10,44,true,true,false,true,14,Tenant Cancels Appartment,Tenant,2015-01-15T04:31:39+00:00,139
1010,true,2,55,true,true,false,false,15,Apply for Viewing Appointment,Hotline,2015-01-05T00:01:27+00:00,140
1010,true,2,55,true,true,false,false,15,Set Appointment,Real Estate Agent 2,2015-01-05T22:15:54+00:00,141
1010,true,2,55,true,true,false,false,15,View The Property,Real Estate Agent 3,2015-01-06T20:28:23+00:00,142
1010,true,2,55,true,true,false,false,15,Hand In The Paperwork,Real Estate Agent 1,2015-01-07T18:40:44+00:00,143
1010,true,2,55,true,true,false,false,15,Check Paperwork,Lawyer 3,2015-01-08T08:34:26+00:00,144
1010,true,2,55,true,true,false,false,15,Screen Prospective Tenant,Real Estate Agent 1,2015-01-08T16:54:11+00:00,145
1010,true,2,55,true,true,false,false,15,Sign Contract,Real Estate Agent 1,2015-01-09T15:07:41+00:00,146
1010,true,2,55,true,true,false,false,15,Move In,Landlord 4,2015-01-10T13:21:49+00:00,147
1010,true,2,55,true,true,false,false,15,Pay Rent,Tenant,2015-01-11T11:34:33+00:00,148
1010,true,2,55,true,true,false,false,15,Pay Rent,Tenant,2015-01-12T09:47:18+00:00,149
1010,true,2,55,true,true,false,false,15,Pay Rent,Tenant,2015-01-13T07:59:56+00:00,150
1010,true,2,55,true,true,false,false,15,Pay Rent,Tenant,2015-01-14T06:13:46+00:00,151
1010,true,2,55,true,true,false,false,15,Pay Rent,Tenant,2015-01-15T04:26:36+00:00,152
1010,true,2,55,true,true,false,false,15,Pay Rent,Tenant,2015-01-16T02:40:28+00:00,153
1010,true,2,55,true,true,false,false,15,Pay Rent,Tenant,2015-01-17T00:54:31+00:00,154
1010,true,2,55,true,true,false,false,15,Pay Rent,Tenant,2015-01-17T23:08:31+00:00,155
1010,true,2,55,true,true,false,false,15,Tenant Cancels Appartment,Tenant,2015-01-18T21:21:39+00:00,156
1011,false,10,62,true,false,false,true,16,Apply for Viewing Appointment,Real Estate Agent 2,2015-01-05T00:00:44+00:00,157
1011,false,10,62,true,false,false,true,16,Set Appointment,Real Estate Agent 5,2015-01-05T22:13:42+00:00,158
1011,false,10,62,true,false,false,true,16,View The Property,Real Estate Agent 2,2015-01-06T20:25:53+00:00,159
1011,false,10,62,true,false,false,true,16,Hand In The Paperwork,Real Estate Agent 2,2015-01-07T18:39:57+00:00,160
1011,false,10,62,true,false,false,true,16,Check Paperwork,Lawyer 1,2015-01-08T08:32:51+00:00,161
1011,false,10,62,true,false,false,true,16,Screen Prospective Tenant,Real Estate Agent 1,2015-01-08T16:52:46+00:00,162
1011,false,10,62,true,false,false,true,16,Reject Prospective Tenant,Real Estate Agent 3,2015-01-09T15:07:00+00:00,163
1012,true,5,44,true,false,false,true,17,Apply for Viewing Appointment,Real Estate Agent 1,2015-01-05T00:01:09+00:00,164
1012,true,5,44,true,false,false,true,17,Set Appointment,Real Estate Agent 5,2015-01-05T22:14:01+00:00,165
1012,true,5,44,true,false,false,true,17,View The Property,Real Estate Agent 5,2015-01-06T20:27:16+00:00,166
1012,true,5,44,true,false,false,true,17,Hand In The Paperwork,Real Estate Agent 1,2015-01-07T18:40:34+00:00,167
1012,true,5,44,true,false,false,true,17,Check Paperwork,Lawyer 3,2015-01-08T08:34:14+00:00,168
1012,true,5,44,true,false,false,true,17,Screen Prospective Tenant,Real Estate Agent 3,2015-01-08T16:53:48+00:00,169
1012,true,5,44,true,false,false,true,17,Extensive Screening,Real Estate Agent 1,2015-01-09T15:07:52+00:00,170
1012,true,5,44,true,false,false,true,17,Reject Prospective Tenant,Real Estate Agent 3,2015-01-10T13:22:21+00:00,171
1013,false,8,47,true,true,false,true,18,Apply for Viewing Appointment,Real Estate Agent 1,2015-01-05T00:00:35+00:00,172
1013,false,8,47,true,true,false,true,18,Set Appointment,Real Estate Agent 2,2015-01-05T22:14:17+00:00,173
1013,false,8,47,true,true,false,true,18,View The Property,Real Estate Agent 1,2015-01-06T20:28:25+00:00,174
1013,false,8,47,true,true,false,true,18,Reject Prospective Tenant,Real Estate Agent 2,2015-01-07T18:41:17+00:00,175
1014,false,7,53,false,false,false,true,19,Apply for Viewing Appointment,Hotline,2015-01-05T00:00:09+00:00,176
1014,false,7,53,false,false,false,true,19,Set Appointment,Real Estate Agent 2,2015-01-05T22:15:35+00:00,177
1014,false,7,53,false,false,false,true,19,View The Property,Real Estate Agent 4,2015-01-06T20:29:53+00:00,178
1014,false,7,53,false,false,false,true,19,Hand In The Paperwork,Real Estate Agent 2,2015-01-07T18:42:24+00:00,179
1014,false,7,53,false,false,false,true,19,Check Paperwork,Lawyer 1,2015-01-08T08:35:29+00:00,180
1014,false,7,53,false,false,false,true,19,Screen Prospective Tenant,Real Estate Agent 2,2015-01-08T16:55:23+00:00,181
1014,false,7,53,false,false,false,true,19,Extensive Screening,Real Estate Agent 5,2015-01-09T15:07:59+00:00,182
1014,false,7,53,false,false,false,true,19,Sign Contract,Real Estate Agent 4,2015-01-10T13:20:12+00:00,183
1014,false,7,53,false,false,false,true,19,Move In,Landlord 5,2015-01-11T11:33:12+00:00,184
1014,false,7,53,false,false,false,true,19,Pay Rent,Tenant,2015-01-12T09:47:16+00:00,185
1014,false,7,53,false,false,false,true,19,Pay Rent,Tenant,2015-01-13T08:00:21+00:00,186
1014,false,7,53,false,false,false,true,19,Pay Rent,Tenant,2015-01-14T06:13:01+00:00,187
1014,false,7,53,false,false,false,true,19,Pay Rent,Tenant,2015-01-15T04:27:19+00:00,188
1014,false,7,53,false,false,false,true,19,Pay Rent,Tenant,2015-01-16T02:40:37+00:00,189
1014,false,7,53,false,false,false,true,19,Pay Rent,Tenant,2015-01-17T00:53:25+00:00,190
1014,false,7,53,false,false,false,true,19,Pay Rent,Tenant,2015-01-17T23:07:03+00:00,191
1014,false,7,53,false,false,false,true,19,Pay Rent,Tenant,2015-01-18T21:21:31+00:00,192
1014,false,7,53,false,false,false,true,19,Tenant Cancels Appartment,Tenant,2015-01-19T19:34:11+00:00,193
1015,false,2,68,false,false,true,true,20,Apply for Viewing Appointment,Real Estate Agent 2,2015-01-05T00:01:41+00:00,194
1015,false,2,68,false,false,true,true,20,Set Appointment,Real Estate Agent 5,2015-01-06T01:01:17+00:00,195
1015,false,2,68,false,false,true,true,20,View The Property,Real Estate Agent 5,2015-01-07T02:01:05+00:00,196
1015,false,2,68,false,false,true,true,20,Hand In The Paperwork,Real Estate Agent 2,2015-01-08T03:00:53+00:00,197
1015,false,2,68,false,false,true,true,20,Check Paperwork,Lawyer 2,2015-01-08T08:34:10+00:00,198
1015,false,2,68,false,false,true,true,20,Screen Prospective Tenant,Real Estate Agent 5,2015-01-09T04:02:38+00:00,199
1015,false,2,68,false,false,true,true,20,Extensive Screening,Real Estate Agent 2,2015-01-10T05:03:51+00:00,200
1015,false,2,68,false,false,true,true,20,Sign Contract,Real Estate Agent 1,2015-01-11T06:05:30+00:00,201
1015,false,2,68,false,false,true,true,20,Move In,Landlord 2,2015-01-12T07:06:44+00:00,202
1015,false,2,68,false,false,true,true,20,Pay Rent,Tenant,2015-01-13T08:08:10+00:00,203
1015,false,2,68,false,false,true,true,20,Pay Rent,Tenant,2015-01-14T09:07:53+00:00,204
1015,false,2,68,false,false,true,true,20,Pay Rent,Tenant,2015-01-15T10:07:42+00:00,205
1015,false,2,68,false,false,true,true,20,Pay Rent,Tenant,2015-01-16T11:05:48+00:00,206
1015,false,2,68,false,false,true,true,20,Pay Rent,Tenant,2015-01-17T12:05:09+00:00,207
1015,false,2,68,false,false,true,true,20,Pay Rent,Tenant,2015-01-18T13:03:58+00:00,208
1015,false,2,68,false,false,true,true,20,Pay Rent,Tenant,2015-01-19T14:03:30+00:00,209
1015,false,2,68,false,false,true,true,20,Pay Rent,Tenant,2015-01-20T15:02:59+00:00,210
1015,false,2,68,false,false,true,true,20,Pay Rent,Tenant,2015-01-21T16:03:46+00:00,211
1015,false,2,68,false,false,true,true,20,Pay Rent,Tenant,2015-01-22T17:04:20+00:00,212
1015,false,2,68,false,false,true,true,20,Tenant Cancels Appartment,Tenant,2015-01-23T18:03:07+00:00,213
1016,false,3,53,false,false,true,true,21,Apply for Viewing Appointment,Real Estate Agent 1,2015-01-05T00:00:09+00:00,214
1016,false,3,53,false,false,true,true,21,Reject Prospective Tenant,Real Estate Agent 2,2015-01-06T01:01:14+00:00,215
1017,true,11,45,false,false,false,false,22,Apply for Viewing Appointment,Real Estate Agent 1,2015-01-05T00:02:18+00:00,216
1017,true,11,45,false,false,false,false,22,Set Appointment,Hotline,2015-01-05T22:15:30+00:00,217
1017,true,11,45,false,false,false,false,22,View The Property,Real Estate Agent 4,2015-01-06T20:27:51+00:00,218
1017,true,11,45,false,false,false,false,22,Hand In The Paperwork,Real Estate Agent 1,2015-01-07T18:42:29+00:00,219
1017,true,11,45,false,false,false,false,22,Check Paperwork,Lawyer 1,2015-01-08T08:36:01+00:00,220
1017,true,11,45,false,false,false,false,22,Screen Prospective Tenant,Real Estate Agent 2,2015-01-08T16:55:56+00:00,221
1017,true,11,45,false,false,false,false,22,Extensive Screening,Real Estate Agent 2,2015-01-09T15:08:15+00:00,222
1017,true,11,45,false,false,false,false,22,Reject Prospective Tenant,Real Estate Agent 4,2015-01-10T13:21:11+00:00,223
1018,false,3,63,false,true,true,false,23,Apply for Viewing Appointment,Real Estate Agent 1,2015-01-05T00:00:44+00:00,224
1018,false,3,63,false,true,true,false,23,Set Appointment,Real Estate Agent 1,2015-01-06T01:01:35+00:00,225
1018,false,3,63,false,true,true,false,23,View The Property,Real Estate Agent 2,2015-01-07T02:02:01+00:00,226
1018,false,3,63,false,true,true,false,23,Hand In The Paperwork,Real Estate Agent 3,2015-01-08T03:03:12+00:00,227
1018,false,3,63,false,true,true,false,23,Check Paperwork,Lawyer 3,2015-01-08T08:36:52+00:00,228
1018,false,3,63,false,true,true,false,23,Screen Prospective Tenant,Real Estate Agent 2,2015-01-09T04:03:53+00:00,229
1018,false,3,63,false,true,true,false,23,Sign Contract,Real Estate Agent 5,2015-01-10T05:05:58+00:00,230
1018,false,3,63,false,true,true,false,23,Move In,Landlord 4,2015-01-11T06:05:52+00:00,231
1018,false,3,63,false,true,true,false,23,Pay Rent,Tenant,2015-01-12T07:04:45+00:00,232
1018,false,3,63,false,true,true,false,23,Pay Rent,Tenant,2015-01-13T08:04:16+00:00,233
1018,false,3,63,false,true,true,false,23,Pay Rent,Tenant,2015-01-14T09:04:21+00:00,234
1018,false,3,63,false,true,true,false,23,Pay Rent,Tenant,2015-01-15T10:04:05+00:00,235
1018,false,3,63,false,true,true,false,23,Pay Rent,Tenant,2015-01-16T11:02:24+00:00,236
1018,false,3,63,false,true,true,false,23,Pay Rent,Tenant,2015-01-17T12:02:12+00:00,237
1018,false,3,63,false,true,true,false,23,Pay Rent,Tenant,2015-01-18T13:01:43+00:00,238
1018,false,3,63,false,true,true,false,23,Pay Rent,Tenant,2015-01-19T14:02:29+00:00,239
1018,false,3,63,false,true,true,false,23,Tenant Cancels Appartment,Tenant,2015-01-20T15:02:09+00:00,240
1019,false,5,54,false,true,false,true,24,Apply for Viewing Appointment,Real Estate Agent 2,2015-01-05T00:00:48+00:00,241
1019,false,5,54,false,true,false,true,24,Reject Prospective Tenant,Real Estate Agent 1,2015-01-05T22:15:00+00:00,242
102,true,13,39,false,true,false,false,25,Apply for Viewing Appointment,Hotline,2015-01-05T00:00:30+00:00,243
102,true,13,39,false,true,false,false,25,Set Appointment,Real Estate Agent 2,2015-01-05T22:14:39+00:00,244
102,true,13,39,false,true,false,false,25,View The Property,Real Estate Agent 1,2015-01-06T20:28:06+00:00,245
102,true,13,39,false,true,false,false,25,Hand In The Paperwork,Real Estate Agent 5,2015-01-07T18:41:53+00:00,246
102,true,13,39,false,true,false,false,25,Check Paperwork,Lawyer 3,2015-01-08T08:35:20+00:00,247
102,true,13,39,false,true,false,false,25,Screen Prospective Tenant,Real Estate Agent 5,2015-01-08T16:55:53+00:00,248
102,true,13,39,false,true,false,false,25,Extensive Screening,Real Estate Agent 1,2015-01-09T15:09:39+00:00,249
102,true,13,39,false,true,false,false,25,Reject Prospective Tenant,Real Estate Agent 1,2015-01-10T13:24:31+00:00,250
